participant_id,survey_type,age,gender,race,zip_code,education_level,income
Participant 595,online,43.0,A woman,,83703.0,Associates degree,"$100,000 or more"
Participant 596,in_person,26.0,A woman,White / Caucasian,83702.0,Bachelor’s degree,"$25,000 to $49,999"
Participant 596,online,19.0,A man,White / Caucasian,83746.0,8th grade or less,"$25,000 to $49,999"
Participant 597,in_person,39.0,A man,White / Caucasian,83712.0,"Some college, no degree","$25,000 to $49,999"
Participant 597,online,32.0,A woman,White / Caucasian,83705.0,Associates degree,"$50,000 to $74,999"
Participant 598,in_person,34.0,A man,White / Caucasian,83704.0,Master’s degree,"$100,000 or more"
Participant 598,online,21.0,A woman,Hispanic or Latino,83725.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 599,in_person,21.0,A woman,White / Caucasian,83704.0,"High school graduate, diploma or GED","$25,000 to $49,999"
Participant 599,online,42.0,A woman,White / Caucasian,83709.0,Associates degree,"$75,000 to $99,999"
Participant 6,in_person,47.0,A woman,White / Caucasian,83703.0,Master’s degree,"$100,000 or more"
Participant 6,online,30.0,A woman,White / Caucasian,83646.0,"Some college, no degree","$50,000 to $74,999"
Participant 60,in_person,51.0,A man,White / Caucasian,83702.0,Bachelor’s degree,"$100,000 or more"
Participant 60,online,18.0,A man,White / Caucasian,83706.0,8th grade or less,"$25,000 or less"
Participant 600,in_person,45.0,A woman,White / Caucasian,83702.0,Master’s degree,"$100,000 or more"
Participant 600,online,23.0,A man,Hispanic or Latino,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 601,in_person,46.0,A woman,White / Caucasian,83713.0,Associates degree,"$100,000 or more"
Participant 601,online,43.0,A man,White / Caucasian,83716.0,Associates degree,"$50,000 to $74,999"
Participant 602,in_person,23.0,A woman,White / Caucasian,83704.0,Bachelor’s degree,"$50,000 to $74,999"
Participant 602,online,21.0,A woman,Asian / Pacific Islander,83705.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 603,in_person,20.0,A woman,White / Caucasian,83706.0,"High school graduate, diploma or GED","$25,000 or less"
Participant 603,online,,A man,White / Caucasian,83702.0,Associates degree,"$100,000 or more"
Participant 604,in_person,27.0,A woman,White / Caucasian,83704.0,Bachelor’s degree,"$25,000 or less"
Participant 604,online,24.0,A man,,83703.0,"Some high school, no diploma","$25,000 or less"
Participant 605,in_person,27.0,A woman,White / Caucasian,83709.0,Bachelor’s degree,"$75,000 to $99,999"
Participant 605,online,45.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$75,000 to $99,999"
Participant 606,in_person,65.0,A man,White / Caucasian,83651.0,Master’s degree,"$50,000 to $74,999"
Participant 606,online,18.0,A woman,White / Caucasian,83716.0,8th grade or less,"$100,000 or more"
Participant 607,in_person,28.0,A woman,White / Caucasian,83655.0,Associates degree,"$25,000 to $49,999"
Participant 607,online,25.0,A woman,,83703.0,"Some college, no degree","$25,000 to $49,999"
Participant 608,in_person,55.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$25,000 to $49,999"
Participant 608,online,47.0,A woman,White / Caucasian,83705.0,"Some college, no degree","$25,000 to $49,999"
Participant 609,in_person,36.0,A man,White / Caucasian,83706.0,Bachelor’s degree,"$25,000 or less"
Participant 609,online,50.0,A woman,White / Caucasian,83642.0,"High school graduate, diploma or GED","$50,000 to $74,999"
Participant 61,in_person,28.0,A man,White / Caucasian,83709.0,Bachelor’s degree,"$50,000 to $74,999"
Participant 61,online,20.0,A woman,White / Caucasian,83646.0,"Some high school, no diploma","$100,000 or more"
Participant 610,in_person,21.0,A woman,Asian / Pacific Islander,83075.0,"Some college, no degree","$25,000 or less"
Participant 610,online,20.0,A man,White / Caucasian,83646.0,"Some high school, no diploma","$100,000 or more"
Participant 611,in_person,22.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$25,000 to $49,999"
Participant 611,online,20.0,A woman,White / Caucasian,98607.0,"Some high school, no diploma","$100,000 or more"
Participant 612,in_person,26.0,A woman,White / Caucasian,83704.0,Associates degree,"$25,000 or less"
Participant 612,online,41.0,A woman,White / Caucasian,83702.0,Associates degree,"$100,000 or more"
Participant 613,in_person,20.0,A man,White / Caucasian,83706.0,"Some college, no degree","$75,000 to $99,999"
Participant 613,online,56.0,A man,White / Caucasian,83706.0,Associates degree,"$100,000 or more"
Participant 614,in_person,32.0,A man,White / Caucasian,83706.0,Bachelor’s degree,"$25,000 or less"
Participant 614,online,53.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$50,000 to $74,999"
Participant 615,online,23.0,A man,White / Caucasian,83706.0,"Some high school, no diploma","$100,000 or more"
Participant 616,online,18.0,A woman,Asian / Pacific Islander,83706.0,8th grade or less,"$25,000 to $49,999"
Participant 617,online,56.0,A man,White / Caucasian,83705.0,Associates degree,"$100,000 or more"
Participant 618,online,53.0,A woman,White / Caucasian,83616.0,"Some college, no degree","$25,000 to $49,999"
Participant 619,online,22.0,A man,White / Caucasian,83704.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 62,in_person,24.0,A man,White / Caucasian,83709.0,Bachelor’s degree,"$25,000 or less"
Participant 62,online,20.0,A woman,White / Caucasian,83709.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 620,online,22.0,A man,White / Caucasian,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 621,online,19.0,A woman,White / Caucasian,83705.0,8th grade or less,"$100,000 or more"
Participant 622,online,36.0,A woman,White / Caucasian,83646.0,"Some college, no degree","$100,000 or more"
Participant 623,online,19.0,A woman,White / Caucasian,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 624,online,61.0,A woman,White / Caucasian,83669.0,Associates degree,"$100,000 or more"
Participant 625,online,45.0,A woman,Hispanic or Latino,83703.0,"Some college, no degree","$25,000 to $49,999"
Participant 626,online,62.0,A woman,White / Caucasian,83611.0,Associates degree,"$50,000 to $74,999"
Participant 627,online,18.0,A woman,Asian / Pacific Islander,83706.0,8th grade or less,"$25,000 or less"
Participant 628,online,38.0,A woman,White / Caucasian,83646.0,"Some college, no degree","$25,000 to $49,999"
Participant 629,online,30.0,A woman,White / Caucasian,83712.0,"Some college, no degree","$50,000 to $74,999"
Participant 63,in_person,23.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$25,000 or less"
Participant 63,online,36.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$100,000 or more"
Participant 630,online,30.0,A man,Hispanic or Latino,83646.0,8th grade or less,"$50,000 to $74,999"
Participant 631,online,58.0,A man,White / Caucasian,83702.0,"Some college, no degree","$100,000 or more"
Participant 632,online,34.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$100,000 or more"
Participant 633,online,32.0,A man,Hispanic or Latino,83706.0,"Some college, no degree","$25,000 to $49,999"
Participant 634,online,51.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$100,000 or more"
Participant 635,online,28.0,A man,White / Caucasian,83642.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 636,online,25.0,A man,White / Caucasian,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 637,online,27.0,Other,Hispanic or Latino,83706.0,8th grade or less,"$25,000 to $49,999"
Participant 638,online,21.0,A woman,White / Caucasian,83714.0,"Some high school, no diploma","$25,000 or less"
Participant 639,online,25.0,A woman,White / Caucasian,83714.0,"Some college, no degree","$25,000 or less"
Participant 64,in_person,42.0,A woman,White / Caucasian,83702.0,Bachelor’s degree,"$75,000 to $99,999"
Participant 64,online,56.0,A woman,White / Caucasian,83706.0,Associates degree,"$100,000 or more"
Participant 640,online,23.0,A man,White / Caucasian,83686.0,8th grade or less,"$100,000 or more"
Participant 641,online,53.0,A woman,Black or African American,83714.0,"Some college, no degree","$100,000 or more"
Participant 642,online,41.0,A man,White / Caucasian,83651.0,"High school graduate, diploma or GED","$50,000 to $74,999"
Participant 643,online,60.0,A woman,White / Caucasian,83706.0,Associates degree,"$100,000 or more"
Participant 644,online,51.0,A man,White / Caucasian,83716.0,Associates degree,"$100,000 or more"
Participant 645,online,60.0,A man,White / Caucasian,83705.0,Associates degree,"$100,000 or more"
Participant 646,online,47.0,A man,White / Caucasian,83705.0,"Some college, no degree","$75,000 to $99,999"
Participant 647,online,20.0,A man,White / Caucasian,83706.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 648,online,64.0,A man,White / Caucasian,83714.0,Associates degree,"$75,000 to $99,999"
Participant 649,online,23.0,A woman,White / Caucasian,83705.0,"High school graduate, diploma or GED","$25,000 to $49,999"
Participant 65,in_person,20.0,A man,White / Caucasian,83706.0,"Some college, no degree","$25,000 or less"
Participant 65,online,52.0,A woman,White / Caucasian,83709.0,Associates degree,"$100,000 or more"
Participant 650,online,20.0,A woman,White / Caucasian,83704.0,"Some high school, no diploma","$25,000 or less"
Participant 651,online,21.0,A woman,Hispanic or Latino,83714.0,8th grade or less,"$25,000 to $49,999"
Participant 652,online,49.0,A man,White / Caucasian,83646.0,"Some college, no degree",
Participant 653,online,38.0,A man,White / Caucasian,83706.0,Associates degree,"$100,000 or more"
Participant 654,online,24.0,A woman,White / Caucasian,83709.0,"High school graduate, diploma or GED","$75,000 to $99,999"
Participant 655,online,75.0,A man,White / Caucasian,83712.0,Associates degree,"$25,000 to $49,999"
Participant 656,online,20.0,A woman,White / Caucasian,83616.0,8th grade or less,"$50,000 to $74,999"
Participant 657,online,54.0,A woman,White / Caucasian,83629.0,"Some college, no degree","$75,000 to $99,999"
Participant 658,online,65.0,A woman,White / Caucasian,83669.0,Associates degree,"$50,000 to $74,999"
Participant 659,online,34.0,A man,White / Caucasian,83705.0,"Some college, no degree","$100,000 or more"
Participant 66,in_person,33.0,A man,White / Caucasian,32137.0,"Some college, no degree","$25,000 to $49,999"
Participant 66,online,25.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$50,000 to $74,999"
Participant 660,online,57.0,A woman,White / Caucasian,83669.0,"Some college, no degree","$50,000 to $74,999"
Participant 661,online,51.0,A man,White / Caucasian,83716.0,"Some college, no degree","$100,000 or more"
Participant 662,online,38.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$25,000 to $49,999"
Participant 663,online,43.0,A woman,White / Caucasian,83713.0,"Some college, no degree","$75,000 to $99,999"
Participant 664,online,31.0,A woman,White / Caucasian,83704.0,"Some high school, no diploma","$25,000 or less"
Participant 665,online,62.0,A woman,White / Caucasian,83704.0,"Some college, no degree","$50,000 to $74,999"
Participant 666,online,56.0,A man,White / Caucasian,83687.0,Associates degree,"$75,000 to $99,999"
Participant 667,online,39.0,A man,White / Caucasian,83646.0,"Some college, no degree","$75,000 to $99,999"
Participant 668,online,22.0,A woman,White / Caucasian,83712.0,"Some high school, no diploma",
Participant 669,online,73.0,A woman,White / Caucasian,83712.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 67,in_person,65.0,A man,White / Caucasian,83714.0,"Some college, no degree","$25,000 to $49,999"
Participant 67,online,55.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$100,000 or more"
Participant 670,online,30.0,A woman,White / Caucasian,83702.0,"Some high school, no diploma","$75,000 to $99,999"
Participant 671,online,27.0,A woman,White / Caucasian,83605.0,8th grade or less,"$25,000 or less"
Participant 672,online,19.0,A woman,White / Caucasian,83706.0,"Some high school, no diploma","$100,000 or more"
Participant 673,online,20.0,A man,White / Caucasian,83714.0,"Some high school, no diploma","$25,000 or less"
Participant 674,online,36.0,A woman,White / Caucasian,83709.0,"Some high school, no diploma","$75,000 to $99,999"
Participant 675,online,19.0,A woman,White / Caucasian,83706.0,8th grade or less,"$75,000 to $99,999"
Participant 676,online,41.0,A woman,White / Caucasian,83702.0,Associates degree,"$100,000 or more"
Participant 677,online,28.0,A man,White / Caucasian,83716.0,"Some high school, no diploma","$25,000 or less"
Participant 678,online,23.0,A man,White / Caucasian,83704.0,"Some high school, no diploma","$25,000 or less"
Participant 679,online,54.0,A woman,White / Caucasian,83646.0,Associates degree,"$100,000 or more"
Participant 68,in_person,65.0,A woman,White / Caucasian,83714.0,"Some college, no degree","$25,000 to $49,999"
Participant 68,online,19.0,A man,White / Caucasian,83712.0,8th grade or less,"$50,000 to $74,999"
Participant 680,online,23.0,A man,White / Caucasian,83706.0,"High school graduate, diploma or GED","$75,000 to $99,999"
Participant 681,online,27.0,A man,White / Caucasian,83686.0,"Some college, no degree","$50,000 to $74,999"
Participant 682,online,49.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$25,000 or less"
Participant 683,online,18.0,A man,White / Caucasian,83642.0,8th grade or less,"$25,000 to $49,999"
Participant 684,online,42.0,A man,White / Caucasian,83705.0,"High school graduate, diploma or GED","$25,000 to $49,999"
Participant 685,online,46.0,A man,White / Caucasian,83646.0,Associates degree,"$75,000 to $99,999"
Participant 686,online,19.0,A woman,White / Caucasian,83835.0,8th grade or less,"$25,000 to $49,999"
Participant 687,online,18.0,A man,White / Caucasian,83706.0,8th grade or less,"$100,000 or more"
Participant 688,online,33.0,A woman,White / Caucasian,83705.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 689,online,63.0,A woman,White / Caucasian,83646.0,"Some college, no degree","$100,000 or more"
Participant 69,in_person,55.0,A man,Hispanic or Latino,83709.0,Bachelor’s degree,"$100,000 or more"
Participant 69,online,52.0,A woman,White / Caucasian,83607.0,"Some college, no degree","$100,000 or more"
Participant 690,online,53.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$100,000 or more"
Participant 691,online,34.0,A woman,White / Caucasian,83709.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 692,online,33.0,A woman,White / Caucasian,83714.0,"Some college, no degree","$100,000 or more"
Participant 693,online,44.0,A woman,White / Caucasian,83616.0,"Some college, no degree","$100,000 or more"
Participant 694,online,26.0,A woman,White / Caucasian,83702.0,"Some college, no degree","$25,000 to $49,999"
Participant 695,online,53.0,A woman,White / Caucasian,83705.0,Associates degree,"$100,000 or more"
Participant 696,online,64.0,A woman,White / Caucasian,83687.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 697,online,38.0,A woman,White / Caucasian,83646.0,"Some college, no degree","$75,000 to $99,999"
Participant 698,online,27.0,A woman,White / Caucasian,83705.0,"Some college, no degree","$25,000 to $49,999"
Participant 699,online,19.0,A man,White / Caucasian,83642.0,8th grade or less,"$100,000 or more"
Participant 7,in_person,43.0,A woman,White / Caucasian,83669.0,Master’s degree,"$100,000 or more"
Participant 7,online,45.0,A woman,White / Caucasian,83702.0,"Some college, no degree","$100,000 or more"
Participant 70,in_person,64.0,A woman,White / Caucasian,83702.0,Master’s degree,"$100,000 or more"
Participant 70,online,51.0,A woman,White / Caucasian,83634.0,"Some college, no degree","$75,000 to $99,999"
Participant 700,online,71.0,A man,White / Caucasian,83706.0,Associates degree,"$50,000 to $74,999"
Participant 701,online,70.0,A woman,White / Caucasian,83713.0,"High school graduate, diploma or GED",
Participant 702,online,63.0,A woman,White / Caucasian,83703.0,"Some college, no degree","$75,000 to $99,999"
Participant 703,online,34.0,A woman,White / Caucasian,83704.0,"Some college, no degree","$25,000 to $49,999"
Participant 704,online,36.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$100,000 or more"
Participant 705,online,45.0,A man,White / Caucasian,83705.0,Associates degree,"$25,000 to $49,999"
Participant 706,online,23.0,A man,White / Caucasian,83716.0,"High school graduate, diploma or GED","$25,000 to $49,999"
Participant 707,online,19.0,A woman,White / Caucasian,92887.0,8th grade or less,"$25,000 to $49,999"
Participant 708,online,40.0,A woman,White / Caucasian,83703.0,"Some college, no degree","$50,000 to $74,999"
Participant 709,online,27.0,A woman,Asian / Pacific Islander,83642.0,"Some college, no degree","$100,000 or more"
Participant 71,in_person,25.0,A woman,White / Caucasian,83702.0,Bachelor’s degree,"$25,000 to $49,999"
Participant 71,online,56.0,A woman,White / Caucasian,83702.0,"Some college, no degree","$100,000 or more"
Participant 710,online,18.0,A woman,White / Caucasian,83651.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 711,online,27.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$25,000 to $49,999"
Participant 712,online,18.0,A woman,White / Caucasian,83406.0,8th grade or less,"$25,000 to $49,999"
Participant 713,online,54.0,A man,White / Caucasian,83706.0,Associates degree,"$75,000 to $99,999"
Participant 714,online,25.0,A man,White / Caucasian,83686.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 715,online,19.0,A man,White / Caucasian,83713.0,8th grade or less,"$25,000 to $49,999"
Participant 716,online,51.0,A woman,White / Caucasian,83705.0,Associates degree,"$50,000 to $74,999"
Participant 717,online,26.0,A woman,White / Caucasian,83716.0,Associates degree,"$100,000 or more"
Participant 718,online,33.0,A woman,White / Caucasian,83712.0,"High school graduate, diploma or GED","$100,000 or more"
Participant 719,online,30.0,A woman,White / Caucasian,83705.0,"Some college, no degree","$50,000 to $74,999"
Participant 72,in_person,22.0,A man,White / Caucasian,83716.0,Bachelor’s degree,"$25,000 or less"
Participant 72,online,53.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$25,000 to $49,999"
Participant 720,online,20.0,A woman,White / Caucasian,83725.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 721,online,22.0,A woman,White / Caucasian,83706.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 722,online,60.0,A woman,White / Caucasian,83714.0,"Some college, no degree","$75,000 to $99,999"
Participant 723,online,60.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$100,000 or more"
Participant 724,online,43.0,A woman,White / Caucasian,83706.0,Associates degree,"$100,000 or more"
Participant 725,online,33.0,A woman,White / Caucasian,83702.0,Associates degree,"$75,000 to $99,999"
Participant 726,online,57.0,A woman,White / Caucasian,83646.0,"Some college, no degree","$75,000 to $99,999"
Participant 727,online,50.0,A man,Hispanic or Latino,83709.0,Associates degree,"$50,000 to $74,999"
Participant 728,online,21.0,A woman,White / Caucasian,83706.0,"Some high school, no diploma","$100,000 or more"
Participant 729,online,24.0,A woman,Hispanic or Latino,83644.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 73,in_person,39.0,A woman,White / Caucasian,83686.0,Bachelor’s degree,"$100,000 or more"
Participant 73,online,34.0,A woman,White / Caucasian,83646.0,"Some college, no degree","$25,000 to $49,999"
Participant 730,online,33.0,A woman,White / Caucasian,83702.0,"Some college, no degree","$50,000 to $74,999"
Participant 731,online,18.0,A woman,White / Caucasian,83703.0,8th grade or less,"$50,000 to $74,999"
Participant 732,online,53.0,A woman,White / Caucasian,83716.0,Associates degree,"$25,000 to $49,999"
Participant 733,online,37.0,A man,White / Caucasian,83706.0,Associates degree,"$50,000 to $74,999"
Participant 734,online,,,,,,
Participant 735,online,54.0,A woman,White / Caucasian,83705.0,"Some college, no degree","$100,000 or more"
Participant 736,online,45.0,A man,White / Caucasian,83705.0,Associates degree,"$50,000 to $74,999"
Participant 737,online,37.0,A woman,White / Caucasian,83651.0,Associates degree,"$75,000 to $99,999"
Participant 738,online,33.0,A woman,White / Caucasian,83709.0,"Some college, no degree",
Participant 739,online,18.0,A man,White / Caucasian,83725.0,8th grade or less,"$100,000 or more"
Participant 74,in_person,22.0,A man,White / Caucasian,94526.0,Bachelor’s degree,"$25,000 or less"
Participant 74,online,46.0,A man,White / Caucasian,83702.0,"Some college, no degree","$100,000 or more"
Participant 740,online,43.0,A woman,White / Caucasian,83644.0,"Some college, no degree","$100,000 or more"
Participant 741,online,20.0,A woman,White / Caucasian,83702.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 742,online,28.0,A man,White / Caucasian,83709.0,Associates degree,"$50,000 to $74,999"
Participant 743,online,21.0,A woman,Asian / Pacific Islander,83706.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 744,online,18.0,A woman,White / Caucasian,83713.0,8th grade or less,"$75,000 to $99,999"
Participant 745,online,19.0,A woman,White / Caucasian,83706.0,8th grade or less,"$50,000 to $74,999"
Participant 746,online,28.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$100,000 or more"
Participant 747,online,18.0,A man,White / Caucasian,82706.0,8th grade or less,"$100,000 or more"
Participant 748,online,48.0,A man,,83703.0,Associates degree,"$100,000 or more"
Participant 749,online,20.0,A woman,White / Caucasian,83709.0,"Some high school, no diploma","$25,000 or less"
Participant 75,in_person,55.0,A woman,White / Caucasian,83605.0,"Some high school, no diploma","$75,000 to $99,999"
Participant 75,online,21.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$25,000 to $49,999"
Participant 750,online,18.0,A woman,White / Caucasian,83706.0,8th grade or less,
Participant 751,online,36.0,A man,White / Caucasian,83709.0,"Some college, no degree","$100,000 or more"
Participant 752,online,62.0,A woman,White / Caucasian,83702.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 753,online,29.0,A woman,,83706.0,"Some college, no degree",
Participant 754,online,28.0,A man,Hispanic or Latino,83607.0,8th grade or less,"$25,000 to $49,999"
Participant 755,online,24.0,A woman,White / Caucasian,83705.0,"Some college, no degree","$25,000 to $49,999"
Participant 756,online,19.0,A woman,White / Caucasian,83706.0,8th grade or less,"$25,000 to $49,999"
Participant 757,online,21.0,A woman,White / Caucasian,83706.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 758,online,22.0,A woman,White / Caucasian,83702.0,"Some high school, no diploma","$25,000 or less"
Participant 759,online,18.0,A woman,White / Caucasian,83706.0,8th grade or less,"$50,000 to $74,999"
Participant 76,in_person,31.0,A woman,White / Caucasian,83704.0,Bachelor’s degree,"$100,000 or more"
Participant 76,online,31.0,A man,Hispanic or Latino,83705.0,"Some college, no degree","$25,000 to $49,999"
Participant 760,online,36.0,A woman,White / Caucasian,83607.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 761,online,42.0,A woman,White / Caucasian,99026.0,Associates degree,"$100,000 or more"
Participant 762,online,42.0,A man,White / Caucasian,83646.0,Associates degree,"$100,000 or more"
Participant 763,online,37.0,A woman,White / Caucasian,83712.0,Associates degree,"$100,000 or more"
Participant 764,online,31.0,A woman,White / Caucasian,83716.0,"Some college, no degree","$50,000 to $74,999"
Participant 765,online,51.0,A woman,White / Caucasian,,8th grade or less,
Participant 766,online,18.0,A woman,White / Caucasian,83706.0,8th grade or less,"$100,000 or more"
Participant 767,online,59.0,A man,White / Caucasian,83712.0,Associates degree,"$100,000 or more"
Participant 768,online,18.0,A woman,White / Caucasian,8370.0,8th grade or less,"$50,000 to $74,999"
Participant 769,online,18.0,A woman,White / Caucasian,98045.0,8th grade or less,"$50,000 to $74,999"
Participant 77,in_person,35.0,A man,White / Caucasian,83704.0,Bachelor’s degree,"$100,000 or more"
Participant 77,online,61.0,A man,White / Caucasian,83651.0,"Some college, no degree","$75,000 to $99,999"
Participant 770,online,18.0,A woman,Hispanic or Latino,83706.0,8th grade or less,"$75,000 to $99,999"
Participant 771,online,18.0,Other,White / Caucasian,83706.0,8th grade or less,"$25,000 or less"
Participant 772,online,48.0,A woman,,83686.0,"Some high school, no diploma","$25,000 or less"
Participant 773,online,62.0,A woman,White / Caucasian,83705.0,Associates degree,"$50,000 to $74,999"
Participant 774,online,51.0,A man,White / Caucasian,83703.0,Associates degree,"$75,000 to $99,999"
Participant 775,online,57.0,A woman,White / Caucasian,83703.0,Associates degree,"$100,000 or more"
Participant 776,online,21.0,A man,White / Caucasian,83706.0,"Some high school, no diploma","$75,000 to $99,999"
Participant 777,online,26.0,A woman,Hispanic or Latino,83642.0,"High school graduate, diploma or GED","$25,000 to $49,999"
Participant 778,online,44.0,A man,White / Caucasian,83716.0,Associates degree,"$75,000 to $99,999"
Participant 779,online,24.0,A man,White / Caucasian,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 78,in_person,32.0,A woman,White / Caucasian,83705.0,Bachelor’s degree,"$25,000 or less"
Participant 78,online,60.0,A woman,White / Caucasian,83709.0,Associates degree,"$75,000 to $99,999"
Participant 780,online,41.0,A man,White / Caucasian,83702.0,Associates degree,"$100,000 or more"
Participant 781,online,38.0,A man,White / Caucasian,83607.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 782,online,19.0,A woman,White / Caucasian,83715.0,8th grade or less,"$50,000 to $74,999"
Participant 783,online,45.0,A woman,White / Caucasian,83634.0,"Some college, no degree","$25,000 to $49,999"
Participant 784,online,43.0,A man,White / Caucasian,83702.0,"High school graduate, diploma or GED","$25,000 or less"
Participant 785,online,43.0,A woman,White / Caucasian,83687.0,Associates degree,"$50,000 to $74,999"
Participant 786,online,,,,,,
Participant 787,online,24.0,A woman,,83704.0,"Some high school, no diploma","$25,000 or less"
Participant 788,online,58.0,A woman,White / Caucasian,83702.0,Associates degree,"$100,000 or more"
Participant 789,online,19.0,A woman,White / Caucasian,83712.0,8th grade or less,"$25,000 to $49,999"
Participant 79,in_person,32.0,A man,White / Caucasian,83642.0,Master’s degree,"$50,000 to $74,999"
Participant 79,online,42.0,A woman,White / Caucasian,83714.0,"Some college, no degree","$25,000 to $49,999"
Participant 790,online,47.0,A woman,White / Caucasian,83703.0,Associates degree,"$100,000 or more"
Participant 791,online,28.0,A woman,White / Caucasian,83651.0,"Some college, no degree","$25,000 or less"
Participant 792,online,24.0,A woman,White / Caucasian,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 793,online,23.0,A woman,White / Caucasian,83709.0,"Some high school, no diploma","$75,000 to $99,999"
Participant 794,online,33.0,A woman,Native American / American Indian or Alaskan Native,83651.0,Associates degree,"$25,000 to $49,999"
Participant 795,online,33.0,A man,White / Caucasian,83704.0,Associates degree,"$25,000 to $49,999"
Participant 796,online,64.0,A man,White / Caucasian,83702.0,"Some college, no degree","$100,000 or more"
Participant 797,online,51.0,A man,White / Caucasian,83646.0,Associates degree,
Participant 798,online,18.0,A woman,White / Caucasian,83706.0,8th grade or less,"$100,000 or more"
Participant 799,online,37.0,A woman,White / Caucasian,83634.0,"High school graduate, diploma or GED","$25,000 to $49,999"
Participant 8,in_person,39.0,A man,White / Caucasian,83706.0,Bachelor’s degree,"$100,000 or more"
Participant 8,online,41.0,A man,Hispanic or Latino,83706.0,Associates degree,"$75,000 to $99,999"
Participant 80,in_person,46.0,A man,Native American / American Indian or Alaskan Native,83642.0,Bachelor’s degree,"$100,000 or more"
Participant 80,online,32.0,A woman,White / Caucasian,83714.0,"Some college, no degree","$50,000 to $74,999"
Participant 800,online,43.0,A man,White / Caucasian,83712.0,"Some high school, no diploma","$100,000 or more"
Participant 801,online,28.0,A woman,White / Caucasian,83704.0,,"$50,000 to $74,999"
Participant 802,online,32.0,A woman,White / Caucasian,83706.0,"High school graduate, diploma or GED","$25,000 to $49,999"
Participant 803,online,23.0,A woman,White / Caucasian,83713.0,"Some high school, no diploma","$25,000 or less"
Participant 804,online,49.0,A man,White / Caucasian,83716.0,Associates degree,"$50,000 to $74,999"
Participant 805,online,50.0,A man,White / Caucasian,83705.0,"High school graduate, diploma or GED","$25,000 or less"
Participant 806,online,66.0,A man,White / Caucasian,83706.0,Associates degree,"$100,000 or more"
Participant 807,online,36.0,A woman,White / Caucasian,83702.0,"Some high school, no diploma","$25,000 or less"
Participant 808,online,24.0,A woman,White / Caucasian,83642.0,"Some high school, no diploma","$75,000 to $99,999"
Participant 809,online,24.0,A man,White / Caucasian,83716.0,"High school graduate, diploma or GED","$25,000 or less"
Participant 81,in_person,23.0,A woman,White / Caucasian,83634.0,"Some college, no degree","$50,000 to $74,999"
Participant 81,online,62.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$50,000 to $74,999"
Participant 810,online,49.0,A woman,White / Caucasian,83716.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 811,online,25.0,A woman,Hispanic or Latino,83651.0,"Some high school, no diploma","$25,000 or less"
Participant 812,online,40.0,A woman,White / Caucasian,83642.0,Associates degree,"$100,000 or more"
Participant 813,online,25.0,A woman,,83704.0,8th grade or less,"$25,000 to $49,999"
Participant 814,online,23.0,A woman,White / Caucasian,83712.0,"Some high school, no diploma","$25,000 or less"
